Model,Params,Epoch,TrainLoss,ValLoss,P,R,Acc,F1,FPR,FNR
LSTM_Base,2784257,6,0.6815790201608951,0,0.7068273092369478,0.10894459919529557,0.5377444987775061,0.1887905604719764,0.04406881980078479,0.8910554008047045
LSTM_Base,2784257,7,0.6810263865269147,0,0.7049924357034796,0.1442277932528629,0.5476772616136919,0.2394655704008222,0.058859040144883794,0.855772206747137
LSTM_Base,2784257,8,0.6062918293934602,0,0.8309102402022756,0.8136799752398638,0.8262530562347188,0.8222048475371384,0.16148505885904013,0.18632002476013618
LSTM_Base,2784257,9,0.3423279429284426,0,0.9025270758122743,0.9285051067780873,0.9151894865525673,0.9153318077803204,0.09779655900996076,0.07149489322191271
LSTM_Base,2784257,10,0.17408403338721165,0,0.9514131470308034,0.9272670999690499,0.9407090464547677,0.9391849529780564,0.04618170842137036,0.07273290003095018
LSTM_Base,2784257,11,0.10922849550843239,0,0.9362406015037594,0.9634787991333952,0.9495721271393643,0.9496644295302014,0.06399034108059161,0.036521200866604764
LSTM_Base,2784257,12,0.07867541486540666,0,0.9101573676680973,0.9845249148870319,0.9443765281173594,0.9458816532857568,0.09477814669483851,0.01547508511296812
LSTM_Base,2784257,13,0.056475052466759317,0,0.9573226895916488,0.965026307644692,0.9614914425427873,0.9611590628853267,0.04195593118019922,0.03497369235530796
LSTM_Base,2784257,14,0.038717723809755765,0,0.9709779179810726,0.9526462395543176,0.9625611246943765,0.9617247305108577,0.02776939329912466,0.04735376044568245
LSTM_Base,2784257,15,0.030566241816044427,0,0.9457759137207908,0.9770968740328072,0.9610330073349633,0.961181306134876,0.05463326290371265,0.02290312596719282
LSTM_Base,2784257,16,0.022316144107697673,0,0.9436788496105453,0.9749303621169917,0.9588936430317848,0.9590500837265946,0.05674615152429822,0.025069637883008356
LSTM_Base,2784257,17,0.016287554843494527,0,0.9621771217712177,0.968430826369545,0.9656173594132029,0.965293845441925,0.03712647147600362,0.031569173630454965
LSTM_Base,2784257,18,0.012230801494577183,0,0.9287799182720373,0.9848344165892913,0.9552261613691931,0.9559861799609434,0.07364926048898279,0.015165583410708759
LSTM_Base,2784257,19,0.01235697281663306,0,0.9691203992514036,0.9616217889198391,0.9659229828850856,0.9653565325462172,0.02988228191971023,0.03837821108016094
LSTM_Base,2784257,20,0.0075327774236659305,0,0.9675023212627669,0.9675023212627669,0.9679095354523227,0.9675023212627669,0.03169332930878358,0.032497678737233054
LSTM_Base,2784257,21,0.005428411522119019,0,0.9689826302729528,0.9668833178582482,0.9683679706601467,0.9679318357862122,0.03018412315122246,0.03311668214175178
LSTM_Base,2784257,22,0.0040242203971362096,0,0.9658776513987088,0.9724543484989168,0.969437652811736,0.9691548426896978,0.03350437669785693,0.027545651501083256
LSTM_Base,2784257,23,0.002719510071843755,0,0.9692642036634586,0.9662643144537295,0.9682151589242054,0.967761934283943,0.02988228191971023,0.0337356855462705
LSTM_Base,2784257,24,0.002494424236199568,0,0.9620098039215687,0.9718353450943981,0.9671454767726161,0.9668976135488837,0.03742831270751585,0.02816465490560198
LSTM_Base,2784257,25,0.00273280100708899,0,0.970771144278607,0.9662643144537295,0.968979217603912,0.9685124864277959,0.02837307576214911,0.0337356855462705
LSTM_Base,2784257,26,0.0023647218975104177,0,0.9666872301048736,0.9699783348808418,0.9686735941320294,0.9683299860960914,0.03259885300332025,0.030021665119158155
LSTM_Base,2784257,27,0.001232475584401982,0,0.9642967066789782,0.9696688331785824,0.9672982885085575,0.9669753086419753,0.03501358285541805,0.030331166821417517
LSTM_Base,2784257,28,0.0008476448063867373,0,0.967016029593095,0.97090683998762,0.9692848410757946,0.968957528957529,0.03229701177180803,0.02909316001238007
LSTM_Base,2784257,29,0.0008645089276867041,0,0.9348591549295775,0.9860724233983287,0.9591992665036675,0.9597830998644374,0.06700875339571385,0.013927576601671309
LSTM_Base,2784257,30,0.0009770343995814284,0,0.9635416666666666,0.9733828536056949,0.9686735941320294,0.968437259430331,0.03591910654995473,0.02661714639430517
LSTM_Base,2784257,31,0.0006748157133048293,0,0.9646914338348174,0.9724543484989168,0.9688264058679706,0.968557336621455,0.03471174162390583,0.027545651501083256
LSTM_Base,2784257,32,0.0005960403296530086,0,0.9684601113172542,0.9693593314763231,0.9692848410757946,0.9689095127610209,0.030787805614246905,0.03064066852367688
LSTM_Base,2784257,33,0.0005220269627338544,0,0.9483736198149806,0.9835964097802538,0.9654645476772616,0.9656639319355819,0.05221853305161485,0.01640359021974621
LSTM_Base,2784257,34,0.001201393982298144,0,0.9594882729211087,0.9749303621169917,0.9672982885085575,0.9671476819158735,0.040144883791125865,0.025069637883008356
LSTM_Base,2784257,35,0.0007833243698069754,0,0.9662058371735791,0.9733828536056949,0.9700488997555012,0.9697810669133519,0.033202535466344704,0.02661714639430517
LSTM_Base,2784257,36,0.0005509769689524546,0,0.9714285714285714,0.9681213246672856,0.9702017114914425,0.9697721283521935,0.02776939329912466,0.03187867533271433
LSTM_Base,2784257,37,0.000599056381571035,0,0.968249075215783,0.9721448467966574,0.9705073349633252,0.9701930501930502,0.03108964684575913,0.027855153203342618
LSTM_Base,2784257,38,0.0004916209669457972,0,0.9598051157125457,0.9755493655215104,0.9677567237163814,0.9676132003069838,0.03984304255961364,0.024450634478489632
LSTM_Base,2784257,39,0.0005169073990076028,0,0.9717127758781473,0.9675023212627669,0.9700488997555012,0.9696029776674938,0.027467552067612436,0.032497678737233054
LSTM_Base,2784257,40,0.00047434339691020653,0,0.9679309281529448,0.9715258433921387,0.9700488997555012,0.9697250540624035,0.03139148807727136,0.02847415660786134
LSTM_Base,2784257,41,0.00044902707801296713,0,0.9664718548139034,0.9724543484989168,0.9697432762836186,0.9694538722616476,0.03290069423483248,0.027545651501083256
